0,std_VPD,std_AVP
181,2.4496421056051485,1.71604587908102
182,7.314815386932724,3.8459541609280627
183,7.8284475904769355,2.4434580530242913
184,10.557009946221607,3.4397649445048586
185,11.064957817781693,4.327495146761272
186,12.52547574142314,3.4587623732814397
187,13.546293971985882,4.770632966713803
188,13.591265382113868,5.1192808778503816
189,13.876611419177257,5.011306416366919
190,14.234660103275564,5.804955188697461
191,14.673322412431506,4.102648447542385
192,17.376264252631632,5.12336551805339
193,10.522165540390201,3.4446534563768934
194,8.361544815942233,2.523805747550473
195,6.931076897917362,6.0835779507423124
196,7.065613101387572,1.5355681721154137
197,8.429827474420081,1.2395905287202262
198,6.962146282156768,1.5452686275757077
199,6.8919638610507326,1.2003059159394147
200,7.191480643939243,2.44915120115492
201,5.555345913445732,1.009720052943448
202,6.255620776251181,1.6787214769162586
203,5.803468523931519,2.2004838981989017
204,7.89744605825356,1.3229202261163437
205,7.267732054583088,1.1473056259767573
206,9.001684446914421,1.1701058681079048
207,10.17431917906853,1.2899410131922098
208,10.442778654834713,2.7758081306814617
209,13.428354014523292,4.010640226899751
210,11.693794538925067,3.0354085536259725
211,13.62786086565856,4.534040993736231
212,13.513778264109206,3.9122231093086794
213,13.136459753755389,5.106010807551087
214,16.03787145589255,5.440706203018017
215,14.556004826658173,5.64872313096779
216,13.376127875206318,3.9174067795059417
217,13.432390978539134,3.1852306878328895
218,11.29544437087298,3.552853427704232
219,9.002858781954881,4.049797983046052
220,11.535685145186955,2.452860928541446
221,10.639832674096706,2.942865043893926
222,8.646859363182955,3.2635797631286865
223,8.693349306636934,1.4872114213492702
224,5.298344559329357,1.5758871969334551
225,6.220182494742361,1.7952545657416623
226,5.866162436723505,1.0985112720356993
227,6.236891253933924,1.8826156234453928
228,5.735157697075308,0.9419375151225244
229,8.231591727255939,1.051433364722456
230,8.85790914946281,0.79412575070633
231,9.293579792433356,1.0765498426709283
232,13.566934934577757,3.2823028691156946
233,12.600637412110519,2.4591948705095064
234,15.0278426879146,2.6401230198895367
235,16.089072690136955,4.827788691106366
236,13.93156169104791,4.379474154099242
237,15.518339779722998,5.376943103900325
238,18.14653840647899,7.637652224717099
239,16.633103496942418,4.430526068587873
240,14.845355537886773,4.852217536913257
241,14.157704645857004,5.236326924687874
242,14.344936920377933,4.385384664687611
243,12.28807490740232,3.211643140467191
244,13.203029583331457,4.383741450473403
245,8.959552256747374,2.9906613185974193
246,10.288176655479333,1.8153580798602462
247,10.799826510347708,3.390370179054409
248,6.260893803823893,3.0571895115756136
249,6.311506975835215,1.7287493490983803
250,4.792170177869829,1.7777592169428094
251,6.4003700023240295,2.476541018443789
252,7.130403733696103,2.5922977024202574
253,8.41977761819934,0.8592924974044316
254,8.554612334366098,1.1751752842317635
255,9.997454452317124,1.1729351792333849
256,11.34673348405348,1.9512954403321159
257,14.520644235420455,3.6021983120168057
258,12.293760687777086,2.511926341959587
259,12.281869321435538,2.1448969314192476
260,9.841280584153754,3.641051782851493
261,13.860174344893046,5.466094637790163
262,16.710091454526975,6.304656985964071
263,16.31099883927872,4.3848644366601555
264,16.87915452952744,6.454342403637677
265,13.647865481331152,5.297349013475851
266,10.600117424398734,7.801254937472876
267,11.173070789946369,3.2825254396623165
268,11.067695847176921,3.0648041661823098
269,13.996391301594272,6.134024097051472
270,9.506978262468866,3.9294508511391943
271,10.052310751585091,2.949117546648937
272,8.160188458535712,2.1251891050212617
273,6.847283926780794,1.6599732084037693
274,6.27578634035711,1.2085081626953451
275,5.743853799352255,1.1953750688585105
276,6.678510030504136,2.282660824926103
277,6.398847352907864,1.6596091727952644
278,5.817230053103713,0.9507486083350285
279,8.018747300729412,1.2925882574365073
280,10.203704896055408,0.9358537435635624
281,12.334252761213632,1.2017731200060242
282,11.226825156449147,1.260802500305728
283,10.622538853861805,2.2070848014211
284,13.138490652393902,4.055311202640491
285,11.963455244635588,3.1126644977756546
286,9.789192631237755,2.2204862916100545
287,10.306031488459036,1.9218081197875383
288,6.70805053858129,2.1037367321430653
289,6.994229428943897,1.6103688419761224
290,4.598251808054432,1.4333821566358773
291,3.987869654002358,1.738298477851313
292,3.3865314310813317,1.3537161078477595
293,3.5213552318842303,2.2078780632628026
294,3.6576921507184124,1.561106330787784
295,4.749276679112998,1.45132909244799
296,5.808975235493103,1.7452401762157321
297,8.984311462457027,2.1504681245829547
298,9.783792915259033,1.8126653904548915
299,11.716956172121968,2.333397980306777
300,13.220065725279504,2.3329530605309494
301,12.788996122372295,2.9387530869042333
302,16.50528846558064,4.47586564130481
303,14.537730283663535,4.446046388185042
304,16.629671738256075,2.695860323239607
305,22.62422104184671,2.7619832510954074
306,18.147786672801463,2.577890614088584
307,15.943084742723268,2.643518099466934
308,16.01712446794714,3.322285229440453
309,13.996889973757355,2.8692131180562743
310,11.400294083304752,2.9586108620255906
311,10.756121311180506,2.4087118812158512
312,6.991731175799686,2.8830160637994995
313,7.910703956881713,2.5626776763161714
314,3.4766568058034584,1.3357025345264097
315,4.156193728095579,2.1529768787802097
316,4.750049465619427,2.116668473809661
317,4.7826489139318245,1.835155033950072
318,5.670166303267571,1.8304880769632579
319,9.910084024748338,1.6253612761116258
320,9.360665536108472,2.3241111007679986
321,12.209190792373645,2.5928290757891967
322,12.826598590905627,3.014432242715605
323,12.579879657305309,2.5360413733933163
324,11.625264015500493,1.9291691330297318
325,16.93111426839436,3.8516745845472635
326,19.308294193517565,3.0902131567749667
327,15.382199497484075,3.5839583679866047
328,5.369504781804462,2.085841359501678
329,7.029048360507269,2.126519405856626
330,4.760484717381948,1.7657719008478585
331,3.1155138388047567,1.5720398936327382
332,3.592615493593365,1.3896746362770533
333,3.138722581797587,1.1062080558407346
334,4.499566676950365,2.0655823166288787
335,4.509383127512289,1.5837952904306611
336,6.979199680362906,1.460984533764877
337,6.711594841750334,1.9522733850671419
338,13.688408593444489,2.147639307909682
339,13.493358908867384,3.0456700851229574
340,15.55761770704267,3.559356359476811
341,13.882666988760336,3.909563183133477
342,17.455050859203464,4.588461598320871
343,16.324450165090873,6.9513007557760975
344,13.925417431210956,3.078207229305521
345,12.40007835492686,2.792402013937814
346,12.29361652168504,2.6553424984519958
347,8.896303578873033,1.4848741591362804
348,6.690061458756752,2.2403143842976077
349,7.2463811843926464,2.4582741066503915
350,8.420705434077977,1.7202181896306277
351,3.403511347592735,1.2024314365353912
352,5.8498427487848845,1.4534373247923404
353,8.788542346008516,1.6922841396466322
354,10.553958738496517,4.270312714048369
355,13.792794534520928,2.0717997594265825
356,12.542630923138349,2.5757292377777796
357,10.914342459578211,3.257206267987907
358,10.84111806572551,3.415489995743406
359,10.815119400305784,2.5553850195600765
360,10.986288109079087,3.764306514201195
361,13.340686024139613,3.157111936829106
362,10.245867457649558,2.622657202857989
363,12.744258933818195,5.035442509094502
364,16.574280833945707,5.410444308416135
365,16.255546180821547,6.267087339513307
366,17.670884493170444,6.339714364626232
367,17.614903128498522,5.904012664629928
368,13.554340983808938,3.164795207310204
369,12.472597601482653,2.694376729832339
370,8.55654589842444,1.6585415801738295
371,6.799676559953616,1.1991682513177873
372,6.965317766934614,1.7394885645021019
373,5.876179691645824,1.3299582031939443
374,4.678779651621326,1.1213429578661798
375,12.594758870185538,2.9059077274448297
376,13.578116177108898,4.013544284134564
377,10.024504881951662,3.620011472872442
378,11.783420520196378,3.4067849899837057
379,11.417437207650682,3.1013605917448155
380,12.897016028996449,4.066224711144333
381,11.072743854298931,2.546048206091235
382,11.693770162347432,4.167352581252866
383,13.871268183409915,3.955667408908618
384,15.260691186647183,4.871937672657031
385,16.09994027369149,5.07992141392799
386,16.539939042602526,7.1136279228832535
387,16.720872676247367,8.104479621780705
388,16.898910455796393,7.164281919379393
389,16.345727048096155,4.478639854240862
390,14.169436718983754,4.071754075184322
391,16.14858037081611,4.549831184258731
392,8.475126185360065,1.6260401839985161
393,6.107813993588686,1.2433174797776565
394,6.608239587392016,1.8690162821276395
395,7.327134736105354,1.7822714251699892
396,6.2436547443511765,1.530184981648834
397,8.721618387351135,2.70640339690019
398,10.185645691072626,2.1604970810749276
399,11.595304260989902,3.092375139789309
400,9.826112644377343,2.843904197586083
401,10.990768506543265,2.9414758978831532
402,7.911198616497628,1.8750847128271237
403,9.662657863718893,3.0358984433957446
404,10.34426596946069,2.676846501784205
405,9.760663574706063,3.437422312030892
406,10.30777713611515,3.101267780446131
407,11.085240746944034,5.615798735607049
408,14.100101010788425,5.060566217110608
409,13.842366557392863,6.489550344953868
410,14.072641585978083,5.128267628181165
411,15.145308815817318,4.630682529990967
412,12.48561829687572,5.627634574257201
413,12.088025236918465,3.984793604297526
414,12.2257799202364,2.855151954073441
415,10.588683009015556,2.0664293934366267
416,8.216457495414348,1.6129812500429819
417,6.654079111653941,1.1880517616875887
418,3.633910572063204,1.3351212492071851
419,7.198726935964785,1.4801548166313805
420,6.306613556021352,1.4655479059255097
421,4.457085800409782,1.1343869509486135
422,5.716130746135324,1.15829609524726
423,6.607613603372534,1.9188727162885524
424,9.552116883720615,4.315933964235923
425,10.949412409018139,2.012047423851052
426,10.235033155406317,3.021511067615643
427,10.473448697247777,1.5811015893212887
428,8.845852138829539,2.590758341729455
429,10.650949039952575,2.5580740375196402
430,9.55583275988059,2.5443833563042286
431,11.188864369875485,2.139070643547812
432,12.189520271860577,4.278143754607984
433,13.807959189523087,3.7841508371712256
434,13.033849443679612,6.675378230054902
435,15.095880338248282,3.9060913520329423
436,14.486529630483505,4.220648628677853
437,12.321980537615493,2.7717790854313407
438,9.436239672609702,1.9192495748693368
439,9.808947597169935,1.9406658880048666
440,8.70212072550643,1.573447700622429
441,8.625861444671285,1.9745630973646113
442,11.11265293703311,2.0697884979377363
443,6.556512278012957,1.6067814842065171
444,10.151988597519441,2.6203785870934517
445,7.202310686251627,1.6430147221715845
446,5.516602979229735,1.3651366344254607
447,9.16384372555305,3.5807666074916695
448,9.666374978030547,2.4340620001054143
449,9.806903523854178,4.246920568990583
450,8.476814684260793,4.680168361350422
451,10.657333640586062,2.859420370657252
452,10.714094313068703,2.0774412129325173
453,10.458590522965816,5.893519412050635
454,10.299674869654318,3.382472688255127
455,12.80665636907157,2.3367919385740317
456,15.724241605342767,3.558619340029953
457,16.239653798163648,4.677625836844621
458,17.88464533053285,5.763412981487421
459,15.723608420168777,6.806308660548571
460,16.250141668433685,4.423038203766864
461,14.010364784151147,3.2787431309811432
462,10.989076977787901,1.8775031987322943
463,10.721250797091532,2.1250458768466216
464,9.521633438266164,1.58004606011135
465,9.083220404272092,1.9771224340102054
466,6.603159073877484,2.8450901215587003
467,9.955738052014134,2.106673838056031
468,6.997530861217833,1.6136124126927218
469,6.510838826169993,2.025050973207877
470,8.731744985462841,1.9424331038827518
471,9.451502989089112,4.961460868368561
472,14.194400017531855,3.5455320737464353
473,13.538190867525033,2.7171904700262832
474,9.916049208506616,5.6648479806296885
475,12.310448669426743,2.2842965689281995
476,10.78841401153239,2.670363462023012
477,10.846480851416938,3.679358651060885
478,12.296103155852874,4.197820390550003
479,13.940742020565141,2.5543901165365637
480,15.560989896364774,5.661652216220415
481,15.180022143776469,4.351754903486743
482,6.4834564405260116,2.6883004600811535
483,8.080672090951467,2.1644290979028593
484,8.324962339895414,1.5858285919303752
485,8.031462725296693,1.9602675524075743
486,10.145760425372732,3.1532101984144907
487,12.061949560241887,4.229946128351017
488,12.048069509681453,2.640576927515612
489,10.519556710594106,2.02771179798347
490,9.789747087002208,3.0428748997719754
491,8.977943363861506,2.9326445486703796
492,9.467358950647725,3.5353340630531505
493,10.528224712559389,3.2116225827368683
494,8.04943741723767,4.955076672711611
495,13.594459951473626,5.028457166338492
496,13.948833380021826,5.909069460204782
497,16.28376554984482,6.630657080299829
498,17.23959836162806,6.428128164027786
499,14.996707095349937,4.818035224929343
500,13.349001663840632,3.2050576328735336
501,6.948922514516745,1.3144709011153477
502,7.856642275062099,1.6739329276734347
503,7.60868054928784,1.8137732913168245
504,4.83808344371336,1.2025863897725282
505,7.788206245722966,1.6683382556045436
506,12.519324235328686,5.406508293564356
507,13.372971274466176,4.635018334446507
508,11.606566207287164,3.3907595833334265
509,10.61264261206282,3.1914459181539767
510,8.861852015027816,3.713105992618914
511,8.226132480908703,3.4782139567100563
512,8.551924309186145,2.9130878723283393
513,10.022712975922976,3.5983476747344785
514,9.767811407283176,4.2603207564288414
515,9.528189318970568,2.444919717930297
516,14.88739827112218,3.9492760909307267
517,14.933374675610597,4.826816807495188
518,15.042645835280265,5.431083896674701
519,14.394557350854495,7.57777323386176
520,15.791751667314418,8.443966228167788
521,15.56912133499238,5.221495291173506
522,16.12376368056979,5.040565686266792
523,14.851883288398882,4.769358163797839
524,11.744522710265601,2.7886001192791685
525,9.771551020440732,2.1953181763430787
526,7.172080872011553,1.6091186821021148
527,7.533421175314956,1.8084536832185694
528,9.092684828820516,1.98151309807792
529,8.550325079368948,2.804463277549505
530,11.115503151216501,3.483824641646136
531,9.885273917571991,3.179595783941655
532,9.70890529594351,2.7519095882354945
533,9.889567422784836,3.0770182390961636
534,8.838372350529097,4.413197878904513
535,7.600118069135973,6.33954989385476
536,7.740677859658428,1.984915651837077
537,7.532045316552464,2.9749169779222346
538,8.475668783611855,2.5413778247583974
539,8.692339076243453,4.604267846397719
540,10.055397205964677,3.2657938238898203
541,11.839101845805814,5.130338409498284
542,14.070478518633733,4.747558607991837
543,12.117459360816593,5.149549877169545
544,12.740657782163938,4.604792195324818
545,12.589682315392235,6.134954888048226
546,12.660565886756377,4.224449327196732
547,11.767340510656947,3.6970227161039126
548,10.577748785353226,2.6019169979043566
549,6.415135651327301,1.2703433362665173
550,6.46015207019783,1.3917500225723338
551,6.666648305098412,1.663659189836464
552,8.065320440935322,1.8616262769306975
553,5.372287755229823,1.6075800656552546
554,4.060705641998058,1.15619713099097
555,7.5410313064745695,3.147968153396811
556,7.358460088191271,2.4097245935528457
557,9.695747805839254,4.011424914807522
558,8.612242545416395,3.8420557745409827
559,8.467417376298544,3.0648133632051646
560,8.475136570562823,2.770739936620221
561,8.016541984794912,1.7192424361407337
562,8.566004695941688,2.8201372587573363
563,8.037384076056192,2.9300132614641705
564,9.949477656916773,3.293024628171055
565,10.029158559308298,2.295129557101019
566,12.056053125069836,5.050513336838885
567,13.728767474954116,7.281798756317383
568,14.183870462866492,3.789096140014725
569,13.15332882196351,4.510708391870678
570,11.271236815889337,2.8065397395028544
571,8.664936124561425,1.9678840571648677
572,10.765272173640652,2.726231333536673
573,9.252881183052827,2.13383439536816
574,9.700715495757398,2.2524959289047772
575,11.057936095072549,2.3649375904130814
576,8.083459699166907,2.1710579693737375
577,12.658795314318304,3.4850874396003655
578,7.7714647622072865,1.3486658676801773
579,7.344162250203415,2.1466678319677124
580,11.631514246157414,3.7390315113405235
581,9.22363638127666,3.73840405402532
582,7.97367953641894,4.172326050868755
583,7.9266063259075885,4.349590854817838
584,6.198264491016814,4.910989670663107
585,8.847535915038678,2.9138723760075784
586,6.682889406650828,2.586295316970185
587,8.43131843847419,6.128742773634114
588,8.56753068530214,3.2686952598425894
589,10.350769533744462,2.411402980257487
590,13.757406120997357,3.925687978223386
591,14.43471262319832,5.021394144194958
592,14.883541601366991,5.851484658349406
593,14.621583334705331,6.6873290428338965
594,14.96277905200135,4.558070031043813
595,10.94673660064225,2.762425709495379
596,11.49843924390076,2.3475437991825174
597,10.305852279297833,2.1684465357141396
598,9.566417796224828,1.7418477075710743
599,10.660010325801837,2.527660303037941
600,8.457759742974291,2.911645098878958
601,10.549788127809238,2.4644322367478595
602,7.4188186260796725,1.4341224539645743
603,9.736133097209187,2.190950524858256
604,8.433308943624152,1.9623025633219666
605,11.299948926137924,4.2678982007257495
606,12.342882907778757,3.5652023065875587
607,9.542421953999785,3.1570967892062387
608,8.622688711103617,5.401827665122673
609,8.676110055726134,3.515620755202435
610,7.717128863347482,3.220308769965352
611,8.74610836365932,2.647160289367274
612,9.200686092318062,3.9855630195694483
613,12.004169818608014,4.796875597181622
614,13.437448350569701,6.052653652348628
615,12.786672799943782,5.127496177744726
616,15.041283032720363,4.622797023904019
617,17.680618691369336,6.445452153184099
618,15.021475886099367,4.805856348283906
619,15.591802920058836,4.521917776462797
620,10.44986364933492,2.7148090581122406
621,11.824084256596,2.774238292841829
622,10.33095805875932,2.7604312427894224
623,15.084572192884483,5.328531201497862
624,6.414839293473668,1.369211220952125
625,4.453566649388762,1.2191383563404852
626,9.287966935617703,3.748112960717449
627,9.885780129437972,2.6975134202997633
628,12.988281801177099,5.3178028129059225
629,9.254484310018306,2.1308542100540824
630,9.709306762543077,3.6176550953604876
631,10.392433864422179,5.073400214662793
632,9.96559084244631,2.584444058742782
633,7.978342206027125,3.4362325910815117
634,8.35293721964691,3.893667812085597
635,8.018427945463719,2.5544692191005933
636,9.722084356234005,3.3289676785541347
637,8.827426831031918,3.9921172856763545
638,8.965013939871003,1.367171998217632
639,13.943043183529834,4.938526764542463
640,16.504181482192713,5.447198845001654
641,17.614867721691336,6.000499725935516
642,16.62016580743513,7.0357111072206315
643,17.72179163498595,5.855677615490641
644,12.502104013401881,3.605520195472078
645,12.147048601350875,4.519573867296792
646,14.064913576441217,5.585531652657729
647,14.828700790107414,4.605858185950918
648,15.377896038681437,5.423561660930729
649,13.36882785124055,3.7309758100489843
650,9.896016293643036,4.119927868201415
651,9.393393321507315,4.131830624082163
652,9.185121572054873,2.6827944740984417
653,12.28020882461298,3.039344774995335
654,12.517511724097355,3.487731909558405
655,13.338947546090123,4.276110585845069
656,13.336288848532842,5.217447939450382
657,14.505229669256204,5.563278975813881
658,14.359652552182837,5.249619956506353
659,15.59711917764016,5.179289626251718
660,16.700739132136192,5.975968843233763
661,16.625406627803336,4.290166089511493
662,11.33625663954667,3.1317676431886796
663,9.9350736655439,2.8194808643477054
664,10.516892550897996,2.5785026301325806
665,11.94707121768922,2.9735664823478154
666,10.314348501369746,3.6703902094805763
667,10.916710245129305,3.549288492244933
668,9.824079788854021,3.193969330429771
669,9.263184177140273,2.252213085761633
670,10.580384086784793,3.95836842778363
671,9.536950612573127,5.017083908202341
672,7.06868192317264,7.456459043310551
673,7.967092965891184,2.295765220191356
674,7.911131501038799,3.794547979406349
675,8.745912345429335,3.4594112014867844
676,8.793515089535296,4.979538210830307
677,10.711114884084795,2.074552437207755
678,11.521384127850666,5.282470010182723
679,13.640398150049762,4.004304792540956
680,13.582832784619361,5.131844811745262
681,14.382148150136306,6.188995851684998
682,14.990006584535813,5.347286219288855
683,15.159176193337363,5.67638321474235
684,13.3454550409695,4.452576197536374
685,8.13956943338517,1.9549139782331455
686,5.073807945263078,1.4299470553928295
687,4.735489844768488,0.9355551841459219
688,6.807929938042002,3.630982449977372
689,7.1068484092483,3.2719363437539983
690,8.449215178028188,3.236501576395998
691,7.549500278961191,2.9877605368376723
692,7.519922969565081,1.7638046290545575
693,7.609458959807041,3.296082367395834
694,7.40175595605227,3.0708116587429046
695,8.94893084354689,2.3121251861445025
696,9.675363902182774,2.149354299259157
697,10.72797756543214,3.449903010360123
698,12.011782507083124,4.072682826915102
699,13.038367609200714,3.9085789972879503
700,12.485023158101525,2.952805356712451
701,11.889226642265692,2.897475758040198
702,13.442932063820749,3.3896857223786827
703,11.513523787641441,3.94523757897388
704,14.850009219895371,4.840170315460565
705,8.04372124189964,1.7942505447784618
706,5.805266685593269,1.6107078770651797
707,8.029268439986334,4.82094612025301
708,7.727823075131716,4.368504990214051
709,7.593414192757943,4.408691220038818
710,6.129678627018919,4.763577403071546
711,8.294516858847773,2.380279453044734
712,6.4399655568570795,2.0257178695235307
713,8.303026671699142,6.151534646697553
714,8.64845994391528,3.0578392797046803
715,10.466643412195781,2.1983433545953335
716,12.43944585273089,3.5118546747225574
717,12.313808024689921,2.743884447635562
718,14.926707154281349,5.491936674805782
719,13.863762422624951,4.005672063099747
720,14.906577078470146,3.8877133062231253
721,14.773650333859697,4.116356266727337
722,13.340402702759619,3.7003643856168598
723,15.74635242715498,4.583346708077771
724,12.635944232934163,3.7100182236848336
725,13.607797901101211,4.944464927186445
726,8.901046799340133,1.959550362890233
727,11.231192359343904,3.329785891897922
728,10.798181540704741,3.667634058204247
729,10.418598609206834,4.531962550929239
730,11.364630422908094,3.6360202327018345
731,8.239177239285647,2.9404915162842755
732,7.963581427900036,5.453018287895022
733,8.481236118559384,3.3029915137116985
734,15.756878504472809,7.027650990359259
735,7.350457305558029,1.7728468127707182
736,7.169131275232057,1.8432714326218615
737,10.543442317041327,5.108201012931613
738,10.524805392470446,3.6026425105051323
739,11.187507736163829,2.8328384733724947
740,9.99654065647341,4.185868896010259
741,10.190853989527948,4.402500998686321
742,10.272032634257805,3.0799441923413657
743,8.169744621837435,3.874570823106016
744,8.288552363771904,3.994756106451944
745,8.517033868455933,2.2702023609313136
746,9.782030256930307,3.796681516351493
747,9.224071546020411,4.1270093071703045
748,8.81085466841641,1.212420994441168
749,12.431070110566486,2.8664546651764686
